id,category
0,0.39269573789060896
1,0.3089283368000302
2,0.4800693177316969
3,0.6493560380506225
4,0.7526010311163247
5,0.37141215450496534
6,0.3114404039066163
7,0.24068669326303405
8,0.6669020332722344
9,0.43978505489878617
10,0.5759198918188411
11,0.32216457576693835
12,0.29881916123622587
13,0.38042189941069493
14,0.42492500541589484
15,0.7955884020699121
16,0.444084756224847
17,0.4771880258426784
18,0.28300992962019234
19,0.4855503595782059
