id,category
0,0.39705416411363004
1,0.749820750448604
2,0.7661487990008374
3,0.6450281795000836
4,0.8638976653236387
5,0.755585371537599
6,0.412935323384791
7,0.6735555904890593
8,0.5877260452174534
9,0.8034102997658052
10,0.6784337103039728
11,0.7130642129882868
12,0.38914850893023545
13,0.5806162504020392
14,0.24799886492269463
15,0.8325314519422765
16,0.782741030587293
17,0.6968622057885878
18,0.48495358502950103
19,0.7245179593196596
